"fico_range_low","fico_range_high","installment","int_rate","loan_amnt","annual_inc"
705,709,469.86,16.77,19000,38000
685,689,1227.05,15.8,35000,258000
660,664,496.01,16.55,14000,45000
670,674,750.29,14.33,21850,49000
705,709,794.21,12.88,35000,132000
785,789,771.02,6.92,25000,350000
690,694,588.99,14.65,17075,65000
685,689,199.53,18.25,5500,40000
680,684,909.09,15.61,26000,159000
695,699,261.88,10.99,8000,25000
740,744,257.77,7.39,8300,45000
700,704,334.16,12.42,10000,70000
675,679,336.37,12.88,10000,55000
690,694,516.98,16.29,21125,54000
675,679,616.03,19.24,16750,42000
765,769,762.81,16.99,30700,275000
670,674,494.5,11.48,15000,75000
695,699,324.49,13.22,9600,62500
710,714,684.43,14.09,20000,71004
785,789,93.31,7.49,3000,8472
690,694,1218.61,15.31,35000,149000
690,694,347.8,10.99,16000,75000
665,669,285.19,16.99,8000,30000
685,689,603.87,21.7,22000,50000
660,664,679.99,16.99,19075,53000
705,709,149.85,12.18,4500,74000
675,679,201.27,12.69,6000,40000
675,679,872.48,17.14,35000,120000
665,669,423.61,16.29,12000,42000
740,744,964.5,9.75,30000,261000
675,679,333.53,12.29,10000,55000
665,669,358.22,21.15,13200,55000
695,699,796.27,23.43,28000,77000
680,684,824.57,25.89,27600,69295
670,674,371.02,16.78,15000,46080
760,764,668.59,5.93,22000,95000
695,699,597.51,25.89,20000,150000
670,674,680.16,13.65,20000,80000
715,719,798.16,20.2,30000,250000
685,689,364.29,18.55,10000,40000
685,689,169.32,13.35,5000,78000
690,694,801.79,21.98,21000,185000
675,679,824.89,21.15,21850,50000
690,694,932.48,20.99,34475,75000
680,684,947.77,22.45,34000,115000
675,679,283.28,14.65,12000,75000
660,664,400.24,12.29,12000,42000
665,669,174.74,16.29,4950,16722
705,709,217.38,10.99,10000,38000
685,689,467.43,19.05,18000,60000
690,694,366.93,13.35,16000,80000
675,679,44.58,19.97,1200,85000
690,694,470.71,18.25,12975,60000
670,674,628.49,8.19,20000,91600
670,674,742.97,19.97,20000,160000
675,679,151.71,21.49,4000,27000
730,734,785.62,10.99,24000,89900
685,689,1012.13,17.99,28000,120000
670,674,253.98,13.35,7500,61000
660,664,262.08,18.49,7200,30000
760,764,240.92,5.32,8000,130000
720,724,630.99,11.99,19000,47000
760,764,750.97,7.9,24000,153660
710,714,209.5,10.99,6400,40000
705,709,381.04,9.76,11850,40000
680,684,725.56,18.25,20000,1e+05
685,689,332.58,12.09,10000,1e+05
720,724,814.03,13.98,35000,150000
675,679,137.49,10.99,4200,56700
690,694,674.94,13.11,20000,58000
690,694,557.08,15.31,16000,40000
660,664,593.49,11.49,18000,56000
665,669,683.36,13.98,20000,78000
665,669,327.29,15.88,9325,28000
660,664,546.44,18.55,15000,48500
695,699,376.45,10.99,11500,78000
680,684,718.35,20.2,27000,75000
670,674,229.14,10.99,7000,92520
665,669,1207.3,14.65,35000,101649.6
660,664,786.83,19.52,30000,1e+05
685,689,606.41,12.99,18000,64000
715,719,921.83,11.14,28100,63345
660,664,111.8,20.2,3000,85000
795,799,610.88,8.18,30000,150000
705,709,750.86,7.89,24000,119000
745,749,680.84,6.24,22300,105000
670,674,687.68,18.75,18825,61800
665,669,274.88,10.15,8500,50000
685,689,462.25,9.17,14500,80000
700,704,787.48,8.9,24800,70000
700,704,512.6,13.99,15000,60361
675,679,386.05,17.1,15500,42600
715,719,334.6,20.49,12500,35000
665,669,659.81,11.53,20000,86700
695,699,606.21,17.27,24250,54000
670,674,112.92,9.99,3500,65000
720,724,347.89,8.39,17000,60000
735,739,550.71,7.9,17600,50000
660,664,324.98,10.49,10000,75000
705,709,640.57,9.49,20000,95000
660,664,175.37,19.52,4750,56000
670,674,376.37,14.49,16000,54000
670,674,317.1,16.55,8950,43000
690,694,1027.1,24.99,35000,99950
725,729,456.54,6.03,15000,110000
680,684,384.11,12.69,17000,295000
685,689,202.14,12.99,6000,38000
735,739,344.65,18.25,13500,81555
665,669,683.36,13.98,20000,160000
670,674,56.87,12.49,1700,45000
665,669,377.34,17.57,10500,41000
705,709,329.48,11.44,10000,30200
700,704,226.09,14.16,6600,14676
680,684,632.1,18.84,24450,58300
665,669,286.13,19.52,7750,40000
715,719,652.32,10.74,20000,285000
690,694,332.72,12.12,10000,68000
675,679,163.67,10.99,5000,48110
675,679,232.1,16.29,6575,68680
670,674,339.03,20.99,9000,56500
810,814,301.15,5.32,10000,50000
670,674,563.05,16.29,15950,70000
680,684,452.11,17.49,18000,185000
695,699,876.59,15.81,25000,1e+05
705,709,193.35,9.91,6000,112000
695,699,304.96,11.86,9200,32496
660,664,344.95,14.65,10000,51702
735,739,129.05,9.99,4000,29000
705,709,207.97,14.99,6000,41000
705,709,235.83,12.99,7000,45000
755,759,736.89,6.62,24000,75000
670,674,491.01,10.99,15000,1e+05
685,689,529.01,22.2,19075,1e+05
685,689,223.41,10.99,6825,73000
705,709,482.23,15.61,20000,72000
685,689,802.82,9.67,25000,66000
670,674,136.68,13.98,4000,80000
660,664,486.86,20.99,18000,50000
665,669,1262.88,17.86,35000,35000
710,714,473.01,17.57,18800,72000
660,664,234.15,12.49,7000,28000
750,754,250.33,7.9,8000,42300
680,684,481.69,14.47,14000,55000
695,699,567.82,9.99,17600,57000
670,674,281.36,20.2,7550,27000
690,694,165.55,11.78,5000,47000
685,689,218.9,17.76,6075,22000
665,669,236.98,13.33,7000,71000
720,724,225.29,7.9,7200,70000
700,704,306.45,6.49,10000,54000
800,804,222.18,6.03,7300,4e+05
690,694,290.37,9.99,9000,32000
735,739,695.6,10.99,32000,224000
705,709,436.71,7.69,14000,55000
670,674,1015.6,13.33,30000,102000
725,729,893.54,18.25,35000,97000
675,679,224.92,9.71,7000,41000
820,824,420.02,6.03,13800,96000
705,709,295.58,15.22,8500,46000
695,699,515.46,13.22,15250,40000
660,664,457.11,18.25,12600,35000
710,714,162.49,10.49,5000,65347
670,674,350.64,15.81,10000,60000
695,699,374.54,10.64,11500,34391
695,699,328.06,11.14,10000,125000
665,669,755.43,22.45,27100,70000
740,744,860.04,14.46,25000,145000
665,669,341.68,13.98,10000,35000
680,684,439.25,11.44,20000,46000
685,689,332.72,12.12,10000,1e+05
810,814,231.55,6.99,7500,42500
750,754,426.1,6.03,14000,54000
660,664,226.37,10.15,7000,32000
700,704,527.78,19.99,19925,70000
695,699,445.13,16.77,18000,62000
695,699,62.59,7.9,2000,177000
740,744,155.97,7.69,5000,50000
730,734,571.56,8.9,18000,120000
665,669,552.84,14.99,15950,125000
700,704,483.34,16.29,19750,45000
665,669,354.5,16.59,10000,40000
755,759,190.63,8.94,6000,60000
685,689,556.48,10.99,17000,40000
695,699,469.53,24.99,16000,44000
685,689,491.02,14.65,20800,65000
670,674,164.01,13.98,4800,50000
670,674,290.23,18.25,8000,32000
680,684,551.91,14.65,16000,120000
705,709,299.98,17.27,12000,106000
675,679,344.07,14.47,10000,70000
680,684,346.61,14.99,10000,81000
690,694,1195.88,13.98,35000,265000
700,704,327.2,7.62,10500,98000
715,719,245.16,6.49,8000,70000
710,714,880.1,28.49,28000,110000
665,669,496.95,16.99,20000,62512
765,769,695.63,18.25,19175,50000
685,689,921.85,19.72,35000,90000
700,704,381.04,8.9,12000,51000
730,734,638.25,18.25,25000,58000
690,694,495,11.55,15000,70640
700,704,540.81,13.22,16000,67014.48
740,744,214.93,6.62,7000,149400
765,769,328.06,11.14,10000,35000
690,694,298.17,16.99,12000,80000
665,669,516.88,19.52,14000,105000
685,689,523.75,10.99,16000,59000
740,744,150.58,5.32,5000,1e+05
665,669,269.52,12.99,8000,70000
685,689,471.16,15.61,13475,70000
760,764,231.21,6.89,7500,74000
705,709,335.67,12.73,10000,80000
705,709,117.45,15.8,3350,37500
715,719,562.46,17.27,22500,53500
705,709,263.93,11.53,8000,45000
695,699,785.62,10.99,24000,121000
715,719,259.99,10.49,8000,52000
710,714,599.78,16.99,16825,60000
705,709,65.47,10.99,2000,89450
690,694,398.52,11.99,12000,60000
720,724,773.3,7.12,25000,60000
690,694,515.08,14.33,15000,75000
685,689,341.22,16.78,9600,1e+05
665,669,688.33,14.49,20000,65000
715,719,327.34,10.99,10000,54000
685,689,336.9,12.99,10000,86000
750,754,233.32,7.51,7500,74400
720,724,428.51,11.47,13000,80000
745,749,700.02,6.03,23000,132000
665,669,315.17,8.39,10000,49000
665,669,289.18,17.99,8000,33000
660,664,501.74,12.49,15000,48000
665,669,455.66,23.5,16000,60000
675,679,385.77,12.69,11500,33000
685,689,525.88,15.8,15000,114300
705,709,67.98,13.61,2000,42996
700,704,393.67,11.14,12000,100800
730,734,91.31,6.03,3000,75000
680,684,491.55,16.2,20125,45000
775,779,229.84,6.49,7500,60000
685,689,444.25,13.99,13000,110000
740,744,335.96,9.49,16000,48500
750,754,290.58,6.54,15000,72000
685,689,821.98,24.83,28100,63000
670,674,469.53,24.99,16000,70000
685,689,456.32,19.72,17325,66520
680,684,332.1,11.99,10000,62000
700,704,411.56,17.27,11500,108000
670,674,673.53,20.8,25000,64320
810,814,230.88,13.65,10000,42000
685,689,669.19,20.49,25000,58000
705,709,32.87,11.26,1000,58000
705,709,982.02,10.99,30000,140000
660,664,738.39,19.52,20000,90000
680,684,850.95,15.99,35000,105000
715,719,1090.05,10.99,33300,120000
695,699,172.04,14.47,5000,27000
670,674,518.94,17.77,14400,57000
660,664,232.64,13.99,10000,50000
675,679,94.59,13.18,2800,160000
710,714,785.49,8.18,25000,78900
670,674,541.45,16.55,22000,80000
670,674,495,11.55,15000,90000
725,729,375.49,7.9,12000,62300
680,684,554.57,15.61,23000,67000
695,699,244.86,13.65,7200,35064
670,674,210.56,12.99,6250,22114
690,694,285.16,12.49,8525,37000
680,684,297.31,14.99,12500,55000
660,664,337.68,19.89,9100,39000
690,694,279.72,15.61,8000,52000
680,684,205.98,14.31,6000,28000
755,759,243.34,5.99,8000,32000
685,689,117.92,12.99,3500,41200
675,679,89.12,16.99,2500,52000
720,724,632.66,12.69,28000,75000
670,674,74.12,12.99,2200,58000
700,704,695.47,15.22,20000,75000
680,684,329.28,27.88,10600,52000
695,699,147.68,19.52,4000,100380
720,724,57.41,11.14,1750,22000
730,734,279.09,7.29,9000,88560
665,669,615.29,16.55,25000,95000
670,674,289.96,20.49,7750,38000
680,684,628.14,19.42,24000,62000
740,744,723.98,15.65,30000,109200
660,664,314.69,15.61,9000,65000
665,669,292.04,18.25,8050,52000
670,674,300.2,14.47,8725,29000
675,679,202.49,13.11,6000,27195
685,689,182.15,18.55,5000,24000
665,669,389.01,15.99,16000,43000
685,689,1262.88,17.86,35000,110000
675,679,233.48,12.29,7000,27000
660,664,349.65,15.61,10000,45000
725,729,339.11,10.99,15600,62000
700,704,248.36,14.65,7200,140000
665,669,420.39,10.15,13000,90000
700,704,327.96,16.99,9200,20000
670,674,386.46,8.18,12300,60000
720,724,381.04,8.9,12000,75000
720,724,134.28,12.74,4000,45000
700,704,335.67,12.73,10000,21000
705,709,332.72,12.12,10000,48000
685,689,538.99,17.56,15000,225000
680,684,236.55,20.75,6300,34000
660,664,205.78,13.66,6050,14500
665,669,505.94,22.45,18150,52000
720,724,228.63,8.9,7200,32000
725,729,130.94,10.99,4000,50000
710,714,876,7.89,28000,88000
740,744,159.74,9.32,5000,189000
700,704,656.11,11.14,20000,60000
780,784,326.07,10.99,15000,55000
690,694,259.04,11.99,7800,65000
680,684,382.95,18.25,15000,83000
680,684,178.62,26.57,4400,30000
670,674,599.34,23.43,21075,66000
790,794,212.01,10.74,6500,69592
685,689,946.26,17.86,26225,69045
685,689,334.49,12.49,10000,76500
765,769,229.14,10.99,7000,33000
670,674,267.2,14.16,7800,25000
690,694,321.5,9.75,10000,51000
715,719,814.03,13.98,35000,175000
675,679,68.68,14.33,2000,36000
730,734,190.63,8.94,6000,60000
675,679,520.72,15.1,15000,42000
680,684,356.78,14.99,15000,51000
660,664,244.88,18.25,6750,60000
685,689,510.66,10.99,15600,75000
730,734,101.56,13.33,3000,1e+05
675,679,927.96,7.12,30000,64000
715,719,387.15,9.99,12000,138000
660,664,169.75,13.53,5000,45800
690,694,605.11,24.08,21000,78000
730,734,404.9,15.59,16800,42000
665,669,334.49,12.49,10000,95000
710,714,543.81,14.33,23200,66000
820,824,582.08,6.03,19125,101400
690,694,166.36,12.12,5000,27000
675,679,592.34,19.72,16000,95000
675,679,269.98,13.11,8000,32000
705,709,474.79,22.4,17050,45750.48
670,674,320.8,10.99,9800,1e+05
690,694,384.05,21.67,14000,1e+05
665,669,324.63,12.59,14400,64000
680,684,560.18,24.7,19200,68000
770,774,773.3,7.12,25000,80000
815,819,278.39,7.12,9000,38000
665,669,179.34,11.99,5400,75000
665,669,364.53,23.5,12800,90000
660,664,637.58,9.17,20000,98300
690,694,843.53,15.59,35000,109000
745,749,365.23,6.03,12000,155000
690,694,215.6,17.56,6000,77000
695,699,332.1,11.99,10000,65000
760,764,447.98,8.18,22000,57000
665,669,338.63,13.35,10000,42000
660,664,946.68,20.99,35000,95000
710,714,374.79,14.3,16000,52500
790,794,368.45,6.62,12000,67500
680,684,411.95,14.31,12000,76500
695,699,202.14,12.99,6000,140000
670,674,102.04,13.66,3000,30719
745,749,368.08,13.49,16000,3e+05
705,709,382.51,15.22,11000,85000
690,694,158.27,11.49,4800,265000
700,704,344.62,15.27,14400,60000
680,684,377.41,17.57,15000,61000
690,694,684.43,14.09,20000,64000
680,684,616.52,18.54,24000,48000
685,689,399.26,12.12,12000,53000
670,674,512.43,18.25,14125,54320
670,674,481.59,18.25,13275,54600
715,719,196.84,11.14,6000,55000
675,679,941.75,20.99,25000,85000
685,689,571.5,13.67,16800,330000
685,689,619.32,14.47,18000,50000
730,734,503.93,9.49,24000,94000
725,729,264.22,11.55,12000,60000
670,674,308.28,9.67,9600,65000
725,729,963.38,9.67,30000,105000
680,684,406.09,17.57,11300,55000
660,664,295.08,15.1,8500,53000
685,689,452.5,12.12,13600,65000
675,679,880.95,18.2,24300,1e+05
715,719,776.85,8.18,24725,120000
710,714,661.14,11.67,20000,96000
695,699,345.54,20.99,12775,32000
765,769,197.84,6.03,6500,46150
695,699,495.13,13.33,21600,1e+05
680,684,291.04,10.15,9000,58000
755,759,292.19,6.03,9600,1e+05
660,664,361.48,17.99,10000,76739
725,729,333.83,12.99,14675,38004
725,729,765.1,9.17,24000,180000
700,704,594.62,14.99,25000,105000
695,699,324.77,22.47,8450,80000
675,679,270.48,20.99,10000,35000
660,664,192.17,9.49,6000,47000
680,684,232.47,11.99,7000,54000
705,709,445.36,14.33,19000,43000
675,679,688.91,11.14,21000,117000
660,664,180.04,10.99,5500,95000
735,739,373.22,7.49,12000,91228
690,694,293.54,13.35,12800,50000
665,669,465.27,13.99,20000,70000
685,689,285.19,16.99,8000,48000
690,694,696.35,15.31,20000,94000
710,714,916.95,19.04,25000,95000
720,724,942.59,8.18,30000,91000
745,749,311.11,7.51,10000,61000
680,684,407.4,13.53,12000,46000
675,679,645.25,9.99,20000,60000
665,669,397.56,16.99,16000,94000
695,699,308.27,6.89,10000,60000
720,724,182.62,6.03,6000,30000
660,664,597.41,21.18,22000,63000
665,669,523.75,10.99,16000,64000
725,729,777.55,7.49,25000,140000
680,684,336.9,12.99,10000,70000
675,679,1006.35,12.69,30000,187000
765,769,181.97,5.79,6000,120000
665,669,597.78,11.99,18000,82000
665,669,238.75,17.77,6625,29000
665,669,166.05,11.99,5000,35000
675,679,170.48,7.26,5500,25100
660,664,689.89,14.65,20000,305000
670,674,346.31,13.65,15000,70000
670,674,326.39,22.4,8500,38000
740,744,1141.56,10.74,35000,195000
800,804,743.91,7.26,24000,72000
750,754,531.94,7.9,17000,150000
715,719,321.55,9.76,10000,41600
730,734,65.62,11.14,2000,47000
700,704,103.47,14.64,3000,40000
690,694,867.78,17.86,24050,81000
705,709,187.72,7.89,6000,42000
685,689,337.19,9.67,10500,46800
695,699,327.34,10.99,10000,56000
720,724,108.12,17.77,3000,24000
710,714,193.31,17.77,7650,25000
660,664,226.12,27.88,5475,51000
665,669,705.06,25.89,23600,83200
675,679,232.91,12.12,7000,43000
700,704,228.32,10.74,7000,30000
680,684,257.33,11.53,7800,55000
700,704,563.23,7.9,18000,84000
690,694,195.81,15.61,5600,32000
680,684,326.48,13.65,9600,48000
680,684,564.81,16.29,16000,55000
690,694,237.85,12.35,7125,97500
680,684,144.74,12.12,4350,56000
700,704,586.24,10.64,18000,103220
750,754,570.71,14.98,24000,84000
690,694,419.42,9.99,13000,87000
665,669,332.72,12.12,10000,90000
670,674,617.13,20.8,16425,41000
680,684,284.57,19.52,10850,32000
705,709,586.2,12.99,17400,65000
710,714,306.45,6.49,10000,71000
730,734,352.13,11.53,16000,57000
685,689,66.94,12.53,2000,32000
675,679,140.89,12.69,4200,35000
685,689,67.81,20.99,1800,45900
665,669,208.91,15.31,6000,75000
670,674,99.63,11.99,3000,60000
675,679,358.82,13.99,10500,35000
700,704,308.02,11.99,9275,75200
705,709,266.02,10.16,8225,83000
765,769,161.32,9.99,5000,21600
690,694,333.83,15.22,9600,91000
660,664,633.4,17.57,17625,84555
755,759,1095,7.89,35000,83500
740,744,220.68,13.53,6500,25000
675,679,145.58,14.99,4200,51200
720,724,509.07,8.18,25000,75000
750,754,326.07,10.99,15000,80000
665,669,306.08,13.65,9000,40000
670,674,209.5,10.99,6400,55000
665,669,206.44,14.47,6000,55000
800,804,598.73,6.62,19500,84000
695,699,235.8,13.99,6900,52000
730,734,463.98,7.12,15000,50000
700,704,654.68,10.99,20000,1e+05
660,664,294.61,10.99,9000,25000
675,679,291.02,14.33,8475,26500
680,684,401.15,13.33,17500,65000
735,739,172.37,11.71,7800,40000
665,669,149.63,18.24,4125,11701.44
685,689,169.27,13.33,5000,52000
695,699,698.58,8.9,22000,66560
685,689,192.68,9.67,6000,150000
680,684,280.06,18.55,10900,26000
680,684,238.06,13.65,7000,102000
715,719,613.34,15.88,17475,39665
755,759,321.32,9.71,10000,58000
690,694,566.44,14.64,24000,78000
680,684,790.74,11.44,24000,73000
680,684,472.14,14.65,20000,90000
680,684,357.88,17.27,10000,50512
675,679,540.96,20.99,20000,73000
670,674,373.92,17.14,15000,85000
700,704,230.8,11.49,7000,66000
665,669,582.11,26.24,19350,72000
805,809,186.97,7.62,6000,52000
710,714,434.81,14.33,18550,42000
665,669,422.55,11.53,19200,135000
665,669,353.01,16.29,10000,59000
660,664,277.28,10.75,8500,92000
670,674,530.67,23.99,18450,70000
675,679,266.83,12.29,8000,65000
670,674,243.73,15.31,7000,40000
660,664,159.3,21.49,4200,39000
675,679,787.92,8.39,25000,63650
700,704,492.08,11.14,15000,67600
660,664,376.81,14.16,11000,29000
690,694,384.24,20.99,10200,34000
690,694,802.82,9.67,25000,150000
725,729,488.6,13.49,14400,79820
670,674,498.15,11.99,15000,62000
660,664,353.01,16.29,10000,65000
675,679,166.36,12.12,5000,49200
705,709,389.28,12.12,11700,35000
690,694,498.15,11.99,15000,56000
660,664,204.24,18.25,8000,72000
740,744,578.18,20.49,21600,65000
705,709,376.37,14.49,16000,58000
795,799,156.1,7.74,5000,80000
670,674,185.61,13.11,5500,40000
710,714,592.87,7.89,18950,117000
685,689,416.2,16.99,16750,40000
720,724,860.28,16.49,35000,3e+05
705,709,631.58,17.76,25000,75000
670,674,482.18,20.99,12800,47000
660,664,471.65,12.99,14000,42000
720,724,347.74,15.22,10000,47000
680,684,329.39,21.7,12000,45000
730,734,79.18,11.53,2400,38200
715,719,122.58,6.49,4000,54200
705,709,476.3,11.71,14400,80000
660,664,976.04,22.47,35000,102000
660,664,444.19,13.98,13000,60000
710,714,1125.25,9.75,35000,125000
690,694,191.28,9.17,6000,49000
670,674,86.18,15.31,2475,56000
785,789,116.28,6.39,3800,146000
660,664,279.64,15.59,8000,60000
700,704,599.96,17.27,24000,78000
690,694,213.89,16.99,6000,45000
710,714,428.51,11.47,13000,68000
660,664,145.12,18.25,4000,29000
670,674,167.25,12.49,5000,38000
725,729,288.26,11.44,13125,83800
765,769,422.36,7.89,13500,52000
685,689,165.74,11.86,5000,24000
685,689,704.45,12.69,21000,42000
700,704,857.34,8.9,27000,205000
700,704,373.22,7.49,12000,63000
695,699,725.79,11.53,22000,77500
660,664,427.1,13.98,12500,50000
670,674,174.83,15.61,5000,50000
740,744,858.05,6.49,28000,113500
665,669,293.67,16.29,12000,68000
705,709,818.35,10.99,25000,76000
685,689,332.1,11.99,10000,75000
665,669,672.83,20.75,25000,62000
705,709,304.84,8.9,9600,1e+05
665,669,791.77,11.53,24000,109000
660,664,237.65,13.53,7000,34000
715,719,150.52,12.49,4500,65000
680,684,480.33,14.27,14000,52000
755,759,760.89,6.03,25000,276000
760,764,304.36,6.03,10000,72000
680,684,332.75,17.57,13225,75000
715,719,395.89,11.53,12000,47500
700,704,527.55,11.49,16000,46000
700,704,266.18,12.12,8000,40000
695,699,472.75,8.39,15000,70000
660,664,398.52,11.99,12000,55000
685,689,531.36,11.99,16000,85000
695,699,569.08,14.85,24000,65000
740,744,430.03,7.62,13800,89000
700,704,39.08,23.7,1000,42000
660,664,134.15,16.29,3800,80000
760,764,806.95,14.48,23450,53300
770,774,777.78,7.51,25000,170000
715,719,1095,7.89,35000,135000
705,709,1126.07,9.8,35000,225000
750,754,202.69,13.18,6000,56000
665,669,213.26,15.31,6125,89000
705,709,99.63,11.99,3000,39000
765,769,433.69,6.62,14125,50000
670,674,200.41,12.39,6000,45000
680,684,638.82,12.12,19200,1e+05
665,669,243.81,14.33,7100,46000
695,699,771.57,15.61,32000,101200
705,709,646.76,10.15,20000,54000
675,679,329.51,14.3,9600,57000
665,669,345.15,23.99,12000,60000
755,759,760.89,6.03,25000,116000
660,664,683.36,13.98,20000,215000
680,684,294.61,10.99,9000,85000
670,674,350.11,15.7,10000,30400
695,699,310.56,7.39,10000,60000
680,684,312.53,19.22,8500,35000
680,684,382.55,9.17,12000,70000
665,669,104.91,15.62,3000,42000
785,789,161.36,13.57,4750,25000
670,674,1115.91,20.8,29700,92981
700,704,159.4,9.17,5000,52000
720,724,399.26,12.12,12000,75000
790,794,158.77,8.9,5000,45000
705,709,280.83,18.25,11000,72000
685,689,401.51,20.49,15000,101400
695,699,143.18,12.99,4250,70000
685,689,228.32,10.74,7000,109141
785,789,455.86,5.93,15000,55000
710,714,365.53,13.18,16000,55000
700,704,602.79,15.61,25000,115000
770,774,312.62,9.17,15000,43000
715,719,952.6,8.9,30000,130000
670,674,327.34,10.99,10000,65000
710,714,525.57,18.39,25000,140000
690,694,290.23,18.25,8000,66625
735,739,790.15,19.72,30000,75500
665,669,369.2,19.52,10000,86000
680,684,316.48,20.89,11725,85000
675,679,469.88,16.29,19200,75000
680,684,410.08,13.99,12000,80000
660,664,563.03,10.99,17200,149500
740,744,483.94,9.99,15000,113300
675,679,64.26,12.35,1925,30000
715,719,600.69,7.89,19200,52000
740,744,250.33,7.9,8000,41000
750,754,247.97,7.26,8000,59400
720,724,335.58,10,10400,40800
680,684,93.54,20.49,2500,33342
700,704,411.89,14.3,12000,60000
725,729,131.89,11.49,4000,26400
700,704,337.47,13.11,10000,90000
690,694,196.33,15.8,5600,25000
660,664,173.85,15.21,5000,21000
715,719,310.48,13.11,9200,53000
675,679,568.08,22.4,20400,47000
760,764,217.47,7.9,6950,56000
780,784,186.97,7.62,6000,38000
680,684,1247.68,16.99,35000,87000
680,684,332.1,11.99,10000,110000
705,709,892.61,9.17,28000,130000
700,704,377.32,12.99,11200,75000
685,689,598.83,15.31,25000,150000
675,679,1235.52,16.29,35000,88000
665,669,477.44,25.83,16000,113500
665,669,319.27,20.2,12000,56000
715,719,517.28,14.47,22000,80000
670,674,880.61,17.57,35000,1e+05
670,674,444.55,8.9,14000,75000
705,709,472.4,11.14,14400,92712
670,674,208.64,15.22,6000,40000
685,689,1228.43,15.88,35000,82000
715,719,502.22,8.9,24250,55000
745,749,303.91,5.93,10000,25932
700,704,528.81,7.9,16900,78432
700,704,99.82,12.12,3000,36000
660,664,731.17,15.31,21000,90000
720,724,240.85,9.67,7500,41304
695,699,533.68,16.2,21850,66000
675,679,212.58,16.55,6000,20000
705,709,629.01,17.57,25000,55000
700,704,478.4,12.79,21125,63996
680,684,224.79,9.67,7000,60000
750,754,96.79,9.99,3000,37209
720,724,843.9,15.61,35000,1e+05
660,664,424.23,8.19,13500,81800
695,699,855.61,16.24,35000,80000
720,724,375.04,14.33,16000,40200
690,694,1015.6,13.33,30000,75000
830,834,488.5,6.24,16000,1e+05
685,689,226.32,15.31,6500,49500
740,744,882.47,8.39,28000,175000
695,699,225.84,9.99,7000,37000
825,829,273.92,6.03,9000,77800
660,664,834.33,19.24,32000,80000
675,679,276.06,13.49,12000,75000
705,709,886.07,19.52,24000,75138.48
685,689,549.77,18.99,15000,55000
675,679,1287.22,19.24,35000,73500
685,689,587.23,15.8,16750,45000
765,769,341.79,8.67,10800,85000
660,664,365.63,12.05,11000,37000
775,779,271.44,5.42,9000,62000
690,694,410.08,13.99,12000,142000
685,689,34.72,15.1,1000,20393
720,724,360.63,7.9,11525,42000
685,689,412.06,14.33,12000,48000
715,719,273.32,9.76,8500,38200
705,709,510.27,13.67,15000,90000
690,694,584.48,18.75,16000,56000
660,664,344.01,16.99,9650,49500
710,714,321.55,9.76,10000,27000
665,669,803.51,21.18,21275,65000
690,694,276.54,13.66,11975,80000
695,699,687.42,10.99,21000,48000
700,704,441.85,17.14,17725,42000
695,699,192.68,9.67,6000,45000
665,669,1141.97,16.29,32350,80000
755,759,189.67,8.59,6000,48000
680,684,259.44,17.76,7200,56000
675,679,327.34,10.99,10000,42500
660,664,270.91,13.35,8000,56000
690,694,889.09,8.9,28000,150000
715,719,317.54,8.9,10000,23520
670,674,68.99,14.65,2000,30000
660,664,171.78,17.27,4800,52000
675,679,180.18,18.49,4950,75000
665,669,284.35,16.78,8000,24243.6
670,674,557.08,15.31,16000,63000
740,744,184.23,6.62,6000,145000
725,729,643.1,9.76,20000,95000
715,719,300.2,18.25,8275,32827
660,664,256.67,16.99,7200,33280
660,664,310.29,22.15,11200,72000
660,664,241.15,18.49,6625,25000
680,684,535.19,12.49,16000,1e+05
750,754,244.66,10.75,7500,30028.8
685,689,366.76,13.33,16000,96000
675,679,434.73,15.8,12400,52200
710,714,1004.4,14.33,29250,65000
730,734,240.45,6.03,7900,60000
660,664,338.19,17.27,9450,48000
680,684,263.93,11.53,8000,47000
705,709,356.43,8.9,11225,71000
680,684,809.93,13.11,24000,105000
695,699,332.28,19.52,9000,27000
745,749,261.76,7.62,8400,52000
685,689,253.9,13.33,7500,130000
730,734,314.58,13.65,9250,35000
675,679,404.61,15.59,11575,30000
660,664,276.23,16.29,7825,27180
690,694,398.52,11.99,12000,90000
695,699,173.73,14.46,5050,37000
690,694,340.18,13.67,10000,45000
725,729,223.39,21.99,5850,19500
670,674,279.92,7.49,9000,50000
695,699,330.14,19.05,9000,52000
665,669,263.7,11.47,8000,30000
715,719,495.74,14.65,21000,115000
755,759,779.04,7.62,25000,94000
725,729,282.97,18.25,7800,51900
700,704,299.45,12.12,9000,60000
760,764,732.3,7.62,23500,1e+05
700,704,570.16,8.18,28000,145000
730,734,226.07,10.99,10400,70000
680,684,1223.77,15.61,35000,1e+05
745,749,571.56,8.9,18000,64500
755,759,321.13,9.67,10000,39000
690,694,416.73,19.19,16000,51000
700,704,491.01,10.99,15000,54600
760,764,438.07,7.9,14000,104000
760,764,371.72,10.99,17100,46608
760,764,38.54,9.67,1200,30000
710,714,849.2,28.14,27200,80000
680,684,399.26,12.12,12000,57000
690,694,297.52,11.67,9000,84000
665,669,221.53,8.67,7000,82000
780,784,946.89,8.49,30000,144000
660,664,172.09,14.49,5000,143000
690,694,581.09,15.8,24000,1e+05
710,714,232.91,12.12,7000,34250
